user_id,age,gender,country,post_id,post_type,post_category,likes,comments,shares,watch_time_sec,impression_count,posted_at,follower_count,is_verified,device_type,sentiment,hashtags,engagement_rate,hashtag_count,engagement_score,year,month,month_name,day_of_week,country_avg_impressions,age_group
26023,61.0,male,france,674625,image,education,355.0,398.0,1668.0,6211,54685,2022-02-15,557276,False,tablet,negative,#tech,0.044271738,1,2421.0,2022,2,February,Tuesday,51727.67338709677,56+
51090,32.0,male,australia,538701,image,travel,19856.0,1723.0,905.0,3065,1816,2022-08-29,365517,False,desktop,positive,#fun #fashion #love,12.38105727,3,22484.0,2022,8,August,Monday,48346.38336713996,26–35
77221,64.0,male,canada,183557,text,music,8432.0,2883.0,495.0,2145,89917,2022-09-27,413874,False,desktop,positive,#fitness,0.13134335,1,11810.0,2022,9,September,Tuesday,48703.150097465885,56+
74820,25.0,male,brazil,287460,text,fashion,15700.0,1434.0,1886.0,6,389,2023-10-29,51929,False,desktop,positive,#foodie #lifestyle,48.89460154,2,19020.0,2023,10,October,Sunday,49193.1746031746,18–25
10769,29.0,other,canada,110372,image,fashion,13850.0,586.0,650.0,6958,4797,2023-09-20,374227,False,tablet,positive,#foodie #fashion,3.144882218,2,15086.0,2023,9,September,Wednesday,48703.150097465885,26–35
69735,48.0,male,india,599900,image,food,17238.0,2646.0,997.0,4272,48199,2022-02-06,455102,False,desktop,positive,#lifestyle #love,0.433224756,2,20881.0,2022,2,February,Sunday,52462.38691588785,46–55
72955,45.0,male,uae,200050,reel,food,11935.0,1294.0,1214.0,1229,92955,2022-07-24,67694,False,desktop,positive,#reels,0.155376257,1,14443.0,2022,7,July,Sunday,48928.41351888668,36–45
74925,13.0,male,germany,980370,text,lifestyle,6704.0,2804.0,1012.0,4394,63141,2023-05-01,212134,False,mobile,positive,#foodie #fun #lifestyle,0.181086774,3,10520.0,2023,5,May,Monday,48605.40612244898,Under 18
77969,27.0,female,india,433477,image,tech,15379.0,2393.0,1210.0,1823,66245,2022-04-20,63347,False,mobile,positive,#love #fashion #fitness,0.286542381,3,18982.0,2022,4,April,Wednesday,52462.38691588785,26–35
15311,25.0,female,uk,378427,reel,music,9252.0,1542.0,139.0,3984,2453,2023-05-01,337580,False,mobile,negative,#foodie #travel #fitness,4.456991439,3,10933.0,2023,5,May,Monday,51119.39350912779,18–25
93104,29.0,female,usa,140857,reel,fitness,8573.0,1804.0,319.0,2276,17019,2022-11-14,665397,False,mobile,positive,#foodie #fitness,0.628474058,2,10696.0,2022,11,November,Monday,51263.87225548902,26–35
63707,36.0,other,australia,938204,reel,fitness,1132.0,2035.0,1914.0,2943,85311,2023-08-15,694794,False,mobile,positive,#fun,0.059558556,1,5081.0,2023,8,August,Tuesday,48346.38336713996,36–45
95305,20.0,other,japan,815030,reel,lifestyle,18860.0,1427.0,1772.0,630,20241,2022-03-17,754110,False,desktop,positive,#reels #fashion,1.089817697,2,22059.0,2022,3,March,Thursday,49616.13559322034,18–25
38693,62.0,male,india,828493,text,fashion,19519.0,737.0,368.0,269,74584,2023-09-02,353109,False,desktop,neutral,#fashion,0.276520433,1,20624.0,2023,9,September,Saturday,52462.38691588785,56+
81932,39.0,female,france,195856,reel,lifestyle,15534.0,1777.0,296.0,4176,72793,2023-05-13,499601,False,tablet,negative,#fitness #love,0.241877653,2,17607.0,2023,5,May,Saturday,51727.67338709677,36–45
35658,57.0,other,australia,524477,text,fitness,11030.0,379.0,1979.0,5791,3949,2023-04-24,281582,False,tablet,neutral,#foodie #tech #fitness,3.390225374,3,13388.0,2023,4,April,Monday,48346.38336713996,56+
94478,35.0,female,india,812514,reel,fashion,2079.0,2468.0,1223.0,7355,40937,2023-01-24,143083,False,tablet,positive,#reels,0.140948286,1,5770.0,2023,1,January,Tuesday,52462.38691588785,26–35
28431,58.0,other,brazil,892539,reel,fitness,944.0,1203.0,795.0,3771,86850,2023-08-11,519435,True,desktop,positive,#love #music,0.033874496,2,2942.0,2023,8,August,Friday,49193.1746031746,56+
12747,20.0,other,germany,322368,video,tech,5840.0,1661.0,1402.0,4915,44951,2023-08-16,728590,False,mobile,neutral,#fashion,0.19806011,1,8903.0,2023,8,August,Wednesday,48605.40612244898,18–25
69150,20.0,male,canada,921993,text,food,6674.0,1306.0,1103.0,500,37198,2022-12-30,195211,False,desktop,neutral,#fitness,0.244179795,1,9083.0,2022,12,December,Friday,48703.150097465885,18–25
75725,38.0,male,canada,307746,video,food,10721.0,2465.0,1470.0,6849,31133,2022-11-05,305030,False,desktop,negative,#fashion,0.470754505,1,14656.0,2022,11,November,Saturday,48703.150097465885,36–45
94654,59.0,other,india,790628,video,fashion,12493.0,355.0,500.0,5606,35863,2022-03-04,637053,False,tablet,positive,#love #foodie,0.372194183,2,13348.0,2022,3,March,Friday,52462.38691588785,56+
45773,25.0,male,uk,524824,reel,lifestyle,11510.0,15.0,258.0,7939,78960,2022-09-24,263286,False,tablet,positive,#lifestyle,0.149227457,1,11783.0,2022,9,September,Saturday,51119.39350912779,18–25
77435,51.0,other,france,637426,text,fitness,834.0,314.0,1636.0,5607,12000,2022-02-02,304622,False,tablet,positive,#fashion #fitness #reels,0.232,3,2784.0,2022,2,February,Wednesday,51727.67338709677,46–55
66886,49.0,other,uk,530909,image,travel,4184.0,2580.0,1567.0,5085,23454,2022-02-09,378379,False,tablet,negative,#reels #tech,0.355205935,2,8331.0,2022,2,February,Wednesday,51119.39350912779,46–55
76803,61.0,female,australia,880985,reel,tech,7178.0,1039.0,1812.0,5597,2314,2023-11-17,171217,False,desktop,neutral,#tech #fitness,4.334053587,2,10029.0,2023,11,November,Friday,48346.38336713996,56+
41551,38.0,male,uae,838360,text,fitness,5168.0,1486.0,1144.0,2750,12440,2022-09-17,562099,False,tablet,neutral,#music #lifestyle #love,0.626848875,3,7798.0,2022,9,September,Saturday,48928.41351888668,36–45
21394,37.0,male,germany,748431,video,education,4991.0,2592.0,1078.0,1312,91421,2022-09-24,396345,False,mobile,neutral,#lifestyle #fun #music,0.094737533,3,8661.0,2022,9,September,Saturday,48605.40612244898,36–45
79092,28.0,male,germany,776608,text,travel,8146.0,693.0,1516.0,2153,16759,2023-10-29,780044,True,desktop,negative,#fitness #tech,0.617876962,2,10355.0,2023,10,October,Sunday,48605.40612244898,26–35
13890,14.0,female,canada,333829,reel,tech,13884.0,68.0,17.0,4736,14787,2023-10-23,42518,False,mobile,positive,#reels #foodie #travel,0.944681139,3,13969.0,2023,10,October,Monday,48703.150097465885,Under 18
51606,30.0,female,germany,905064,text,tech,5290.0,410.0,1332.0,608,6653,2022-08-13,274361,False,desktop,positive,#tech,1.056966782,1,7032.0,2022,8,August,Saturday,48605.40612244898,26–35
90038,29.0,male,uk,147547,video,food,19918.0,2859.0,1903.0,3043,73974,2023-01-18,133257,False,desktop,negative,#tech #fun #foodie,0.333630735,3,24680.0,2023,1,January,Wednesday,51119.39350912779,26–35
97313,42.0,male,france,374244,text,fashion,14844.0,918.0,1656.0,5104,17335,2023-05-13,771262,False,tablet,negative,#fun #reels,1.004788001,2,17418.0,2023,5,May,Saturday,51727.67338709677,36–45
20627,51.0,male,france,410074,text,fitness,18436.0,2894.0,109.0,5695,86543,2023-10-01,620110,False,mobile,negative,#love #music #travel,0.247726564,3,21439.0,2023,10,October,Sunday,51727.67338709677,46–55
18792,25.0,male,canada,307977,video,tech,8151.0,739.0,330.0,1663,74315,2022-01-05,117310,False,desktop,positive,#foodie #music #love,0.124066474,3,9220.0,2022,1,January,Wednesday,48703.150097465885,18–25
83969,44.0,female,india,939457,reel,fitness,28.0,1490.0,1596.0,3294,95708,2023-03-22,545643,False,mobile,neutral,#fashion #foodie #love,0.032536465,3,3114.0,2023,3,March,Wednesday,52462.38691588785,36–45
53001,62.0,female,france,569092,image,tech,18244.0,2486.0,945.0,5924,44243,2022-10-15,512624,False,desktop,neutral,#tech #reels,0.489908008,2,21675.0,2022,10,October,Saturday,51727.67338709677,56+
86552,41.0,other,uk,178944,video,lifestyle,7934.0,2577.0,1287.0,1997,74411,2022-02-27,570760,False,desktop,neutral,#love,0.158551827,1,11798.0,2022,2,February,Sunday,51119.39350912779,36–45
33897,38.0,female,usa,544056,video,music,2572.0,2777.0,267.0,2429,88819,2022-03-13,721632,False,desktop,neutral,#tech #music #foodie,0.063229714,3,5616.0,2022,3,March,Sunday,51263.87225548902,36–45
78148,42.0,other,india,715929,reel,food,15281.0,272.0,434.0,6981,29387,2023-10-29,650505,False,mobile,neutral,#love #music #fitness,0.544016062,3,15987.0,2023,10,October,Sunday,52462.38691588785,36–45
33483,30.0,male,uae,721208,reel,fashion,8051.0,458.0,449.0,6022,69946,2023-11-11,107051,False,desktop,positive,#fashion,0.128070226,1,8958.0,2023,11,November,Saturday,48928.41351888668,26–35
58555,25.0,female,japan,666650,text,travel,2127.0,819.0,296.0,4199,80963,2023-06-25,640796,False,mobile,negative,#music,0.040042983,1,3242.0,2023,6,June,Sunday,49616.13559322034,18–25
27159,55.0,male,brazil,591592,video,travel,10083.0,1196.0,1941.0,2711,24240,2022-03-23,148086,False,mobile,negative,#travel #fashion #reels,0.545379538,3,13220.0,2022,3,March,Wednesday,49193.1746031746,46–55
90077,33.0,male,germany,915042,text,lifestyle,19091.0,2615.0,1662.0,3185,94333,2023-09-10,745744,False,tablet,negative,#foodie,0.24771819,1,23368.0,2023,9,September,Sunday,48605.40612244898,26–35
45920,42.0,male,germany,990766,text,education,10105.5,860.0,1160.0,1531,30757,2022-10-04,143321,False,mobile,neutral,#love #fitness,0.388626979,2,12125.5,2022,10,October,Tuesday,48605.40612244898,36–45
77121,33.0,male,usa,776355,reel,food,15877.0,1973.0,1613.0,6083,59594,2023-06-06,279474,False,desktop,positive,#fitness,0.326593281,1,19463.0,2023,6,June,Tuesday,51263.87225548902,26–35
79479,60.0,female,india,369861,reel,tech,10105.5,1544.0,718.0,5174,14846,2023-07-28,133555,True,desktop,positive,#foodie #lifestyle #reels,0.27448471,3,12367.5,2023,7,July,Friday,52462.38691588785,56+
99475,29.0,male,canada,309939,text,food,12519.0,2544.0,1930.0,4216,71527,2022-05-16,728398,False,desktop,negative,#music,0.237574622,1,16993.0,2022,5,May,Monday,48703.150097465885,26–35
29457,52.0,other,uk,310544,video,fashion,7816.0,794.0,1020.0,7384,88214,2022-04-24,440120,False,desktop,positive,#tech,0.109166345,1,9630.0,2022,4,April,Sunday,51119.39350912779,46–55
76557,31.0,male,usa,688310,video,music,8351.0,804.0,1420.0,3706,90167,2022-06-06,516878,False,mobile,positive,#reels #music #tech,0.117282376,3,10575.0,2022,6,June,Monday,51263.87225548902,26–35
87189,64.0,male,brazil,284740,text,travel,15648.0,1095.0,183.0,3074,49594,2023-01-31,771562,False,tablet,neutral,#music #fun,0.341291285,2,16926.0,2023,1,January,Tuesday,49193.1746031746,56+
88953,27.0,female,france,151645,image,fitness,11234.0,2981.0,411.0,7259,7845,2022-08-17,123386,False,mobile,positive,#music,1.864372212,1,14626.0,2022,8,August,Wednesday,51727.67338709677,26–35
62995,21.0,other,canada,915982,image,travel,8496.0,1890.0,1624.0,4502,1523,2023-09-04,77112,False,desktop,positive,#fitness #love #fun,7.885751806,3,12010.0,2023,9,September,Monday,48703.150097465885,18–25
50757,64.0,male,japan,579367,reel,education,12133.0,839.0,319.0,675,47405,2022-09-12,2189,False,mobile,positive,#fashion #reels #music,0.280371269,3,13291.0,2022,9,September,Monday,49616.13559322034,56+
19692,22.0,other,canada,665156,video,education,8591.0,2682.0,740.0,6584,12159,2022-06-28,159547,False,tablet,positive,#fitness,0.987992434,1,12013.0,2022,6,June,Tuesday,48703.150097465885,18–25
55758,56.0,male,usa,198039,text,education,11712.0,602.0,1599.0,1654,24821,2022-08-17,108929,False,tablet,positive,#foodie,0.560533419,1,13913.0,2022,8,August,Wednesday,51263.87225548902,56+
82409,43.0,other,uae,277452,text,education,6249.0,1497.0,1349.0,4527,79887,2023-01-02,774779,False,tablet,negative,#travel #music,0.129946049,2,9095.0,2023,1,January,Monday,48928.41351888668,36–45
81211,38.0,male,usa,498944,video,fashion,15441.0,1432.0,1590.0,5004,95131,2022-01-31,244696,True,tablet,positive,#lifestyle,0.194079743,1,18463.0,2022,1,January,Monday,51263.87225548902,36–45
75697,64.0,female,usa,394944,reel,tech,6485.0,1833.0,804.0,4156,72283,2022-04-18,565611,True,tablet,negative,#travel,0.126198415,1,9122.0,2022,4,April,Monday,51263.87225548902,56+
47065,42.0,male,usa,635174,reel,food,9177.0,366.0,416.0,6869,34779,2022-10-09,330379,False,mobile,positive,#travel,0.286350959,1,9959.0,2022,10,October,Sunday,51263.87225548902,36–45
42606,45.0,female,canada,572830,image,travel,1805.0,255.0,1816.0,3544,97995,2023-09-13,501651,False,tablet,positive,#foodie,0.039553038,1,3876.0,2023,9,September,Wednesday,48703.150097465885,36–45
21534,64.0,male,usa,300981,video,education,2096.0,2487.0,881.0,5366,63738,2023-01-25,578579,False,tablet,neutral,#fashion,0.085725941,1,5464.0,2023,1,January,Wednesday,51263.87225548902,56+
50397,21.0,male,india,278308,video,travel,12493.0,1358.0,790.0,3818,28377,2023-06-25,39871,False,desktop,positive,#music,0.515946013,1,14641.0,2023,6,June,Sunday,52462.38691588785,18–25
11016,59.0,other,canada,670093,text,education,5337.0,2482.0,1723.0,7082,66975,2023-06-13,507330,False,tablet,neutral,#love,0.142471071,1,9542.0,2023,6,June,Tuesday,48703.150097465885,56+
99789,13.0,other,france,918964,video,fitness,16035.0,689.0,1975.0,7012,14864,2023-02-08,305762,False,mobile,neutral,#reels #fitness #tech,1.25800592,3,18699.0,2023,2,February,Wednesday,51727.67338709677,Under 18
65591,56.0,other,india,212765,image,food,17843.0,307.0,1726.0,3443,72082,2022-06-19,458375,False,desktop,positive,#lifestyle #reels #fitness,0.275741517,3,19876.0,2022,6,June,Sunday,52462.38691588785,56+
99812,47.0,male,brazil,128688,video,fitness,9537.0,2035.0,1927.0,7456,16981,2022-06-24,428566,False,mobile,neutral,#fun #fitness,0.794947294,2,13499.0,2022,6,June,Friday,49193.1746031746,46–55
33247,23.0,male,france,385233,text,fitness,8422.0,1696.0,1808.0,5709,76776,2022-03-15,17089,False,desktop,positive,#foodie,0.155335001,1,11926.0,2022,3,March,Tuesday,51727.67338709677,18–25
34300,46.0,male,japan,549158,image,education,3782.0,408.0,1630.0,1047,50042,2023-03-30,331448,False,tablet,positive,#fun #fashion #lifestyle,0.116302306,3,5820.0,2023,3,March,Thursday,49616.13559322034,46–55
84065,28.0,female,germany,657873,text,music,13798.0,825.0,89.0,2453,8301,2023-05-24,217024,False,mobile,negative,#reels #travel,1.772316588,2,14712.0,2023,5,May,Wednesday,48605.40612244898,26–35
92798,21.0,female,canada,814364,video,tech,10105.5,1191.0,758.0,1331,24668,2022-08-28,445092,False,desktop,positive,#foodie #travel #fun,0.88507378,3,12054.5,2022,8,August,Sunday,48703.150097465885,18–25
19268,44.0,male,germany,350322,reel,travel,9074.0,2134.0,1464.0,4082,31430,2022-04-06,204102,False,mobile,positive,#fashion #foodie #fitness,0.403181674,3,12672.0,2022,4,April,Wednesday,48605.40612244898,36–45
96807,27.0,other,canada,350483,video,music,6419.0,2050.0,1012.0,2660,2916,2023-05-29,204524,False,desktop,positive,#fitness,3.280864198,1,9481.0,2023,5,May,Monday,48703.150097465885,26–35
22185,24.0,other,france,102438,video,lifestyle,8624.0,2419.0,573.0,7539,33194,2022-07-21,561121,False,tablet,negative,#reels #tech #fun,0.349942761,3,11616.0,2022,7,July,Thursday,51727.67338709677,18–25
73704,45.0,other,japan,455239,text,food,7889.0,1497.0,1757.0,7930,93778,2022-02-06,677770,False,mobile,neutral,#love,0.119399006,1,11143.0,2022,2,February,Sunday,49616.13559322034,36–45
96779,57.0,male,uk,516428,reel,music,10455.0,2689.0,1290.0,7802,82902,2022-04-01,573690,False,mobile,positive,#fitness #foodie,0.174109189,2,14434.0,2022,4,April,Friday,51119.39350912779,56+
49099,26.0,other,uk,805722,video,tech,14432.0,97.0,962.0,2262,18155,2022-08-21,6661,False,mobile,positive,#music #foodie,0.853263564,2,15491.0,2022,8,August,Sunday,51119.39350912779,26–35
18571,20.0,male,india,565393,image,lifestyle,11194.0,2717.0,935.0,4357,90949,2023-10-21,29155,False,tablet,neutral,#music,0.16323434,1,14846.0,2023,10,October,Saturday,52462.38691588785,18–25
48044,20.0,female,usa,248055,image,tech,10105.5,1774.0,1959.0,7058,18658,2022-09-10,699433,False,tablet,positive,#foodie,1.17558152,1,13838.5,2022,9,September,Saturday,51263.87225548902,18–25
61214,39.0,other,usa,900458,text,music,7570.0,1545.0,1656.0,7513,5335,2023-01-06,623717,False,desktop,positive,#tech,2.018931584,1,10771.0,2023,1,January,Friday,51263.87225548902,36–45
71228,24.0,female,uk,482312,text,education,617.0,320.0,1335.0,5532,99327,2023-12-25,378630,False,mobile,negative,#reels #lifestyle,0.022873942,2,2272.0,2023,12,December,Monday,51119.39350912779,18–25
58984,13.0,other,france,937430,reel,education,12684.0,533.0,1012.0,6266,16261,2023-03-20,427509,False,desktop,positive,#fun,0.926203801,1,14229.0,2023,3,March,Monday,51727.67338709677,Under 18
50774,55.0,male,japan,617951,text,tech,8509.0,2867.0,1876.0,763,53518,2023-03-17,367443,False,desktop,positive,#tech,0.247617624,1,13252.0,2023,3,March,Friday,49616.13559322034,46–55
12568,52.0,male,india,943445,reel,music,14717.0,2414.0,1506.0,2367,14647,2022-03-05,128255,False,tablet,neutral,#travel #fun,1.272410733,2,18637.0,2022,3,March,Saturday,52462.38691588785,46–55
72592,54.0,male,france,151039,video,fashion,6285.0,1207.0,1051.0,3408,90132,2022-01-05,44423,False,mobile,positive,#reels #love,0.094783207,2,8543.0,2022,1,January,Wednesday,51727.67338709677,46–55
77563,63.0,male,usa,805191,image,fashion,456.0,416.0,1365.0,6301,31008,2023-10-20,472429,False,tablet,neutral,#music #reels,0.072142673,2,2237.0,2023,10,October,Friday,51263.87225548902,56+
12695,23.0,other,india,578388,image,tech,500.0,2776.0,425.0,7494,46669,2022-03-13,684217,True,mobile,neutral,#fitness,0.079303178,1,3701.0,2022,3,March,Sunday,52462.38691588785,18–25
58190,51.0,female,germany,789963,image,fashion,18699.0,1237.0,882.0,1684,97288,2023-02-01,765052,False,desktop,positive,#fitness #travel,0.213983225,2,20818.0,2023,2,February,Wednesday,48605.40612244898,46–55
15258,55.0,male,australia,730734,text,food,3874.0,847.0,1837.0,5184,54359,2023-09-09,498,False,tablet,negative,#music #travel #fashion,0.120642396,3,6558.0,2023,9,September,Saturday,48346.38336713996,46–55
97538,43.0,other,brazil,984884,text,travel,4973.0,669.0,785.0,4464,56121,2022-11-26,655478,False,tablet,neutral,#travel,0.114520411,1,6427.0,2022,11,November,Saturday,49193.1746031746,36–45
49504,29.0,female,india,506321,video,lifestyle,4774.0,1943.0,534.0,869,74981,2023-07-02,351210,True,mobile,negative,#reels #music #tech,0.096704498,3,7251.0,2023,7,July,Sunday,52462.38691588785,26–35
43159,45.0,male,usa,331120,text,education,15519.0,2180.0,1433.0,5123,2170,2022-05-27,791390,False,desktop,neutral,#music,8.816589862,1,19132.0,2022,5,May,Friday,51263.87225548902,36–45
23986,38.0,female,france,429326,reel,food,14349.0,2100.0,1634.0,2733,89366,2023-02-19,793851,False,tablet,positive,#tech,0.202347649,1,18083.0,2023,2,February,Sunday,51727.67338709677,36–45
71858,41.0,male,germany,676435,image,travel,17387.0,740.0,284.0,7815,72180,2022-12-15,373800,False,desktop,neutral,#lifestyle,0.255070657,1,18411.0,2022,12,December,Thursday,48605.40612244898,36–45
22666,33.0,female,brazil,876691,video,fashion,17450.0,2742.0,1843.0,913,33788,2022-12-31,509144,False,tablet,positive,#fitness,0.652154611,1,22035.0,2022,12,December,Saturday,49193.1746031746,26–35
48660,33.0,female,brazil,699688,reel,lifestyle,13622.0,22.0,621.0,5875,46711,2023-02-20,558846,False,tablet,neutral,#foodie #fitness,0.305388452,2,14265.0,2023,2,February,Monday,49193.1746031746,26–35
13561,52.0,male,india,670722,reel,food,4716.0,1654.0,1738.0,3131,22956,2023-09-17,749254,False,tablet,negative,#lifestyle #travel #foodie,0.353197421,3,8108.0,2023,9,September,Sunday,52462.38691588785,46–55
36854,35.0,other,brazil,126515,text,fitness,9820.0,459.0,1129.0,7212,47674,2023-05-22,550933,False,desktop,positive,#lifestyle #music,0.239291857,2,11408.0,2023,5,May,Monday,49193.1746031746,26–35
74505,18.0,female,germany,320370,text,education,16087.0,649.0,503.0,6727,17927,2023-06-07,380074,False,desktop,positive,#love #fitness,0.961622134,2,17239.0,2023,6,June,Wednesday,48605.40612244898,Under 18
62251,34.0,male,japan,682289,image,tech,13302.0,481.0,45.0,1630,12799,2023-12-07,167782,False,desktop,positive,#fashion #fitness #love,1.080396906,3,13828.0,2023,12,December,Thursday,49616.13559322034,26–35
32662,62.0,female,france,813757,video,education,3234.0,119.0,1792.0,542,83795,2022-09-07,210910,False,desktop,negative,#tech #love,0.061399845,2,5145.0,2022,9,September,Wednesday,51727.67338709677,56+
18392,50.0,female,india,816775,reel,travel,6494.0,672.0,1470.0,2203,73856,2022-09-06,254098,False,desktop,positive,#fashion #foodie,0.116930243,2,8636.0,2022,9,September,Tuesday,52462.38691588785,46–55
40535,49.0,other,brazil,471735,text,travel,14239.0,2255.0,1167.0,2935,18776,2022-12-17,569770,False,desktop,neutral,#reels,0.94061568,1,17661.0,2022,12,December,Saturday,49193.1746031746,46–55
88603,57.0,female,japan,324215,text,fitness,4498.0,1884.0,536.0,751,3803,2022-09-26,321052,False,desktop,positive,#lifestyle #foodie #music,1.819090192,3,6918.0,2022,9,September,Monday,49616.13559322034,56+
62256,63.0,male,france,932210,video,fitness,11430.0,317.0,61.0,2111,97293,2023-03-24,104397,False,mobile,positive,#fitness #music #love,0.12136536,3,11808.0,2023,3,March,Friday,51727.67338709677,56+
99135,20.0,male,canada,786301,video,tech,5267.0,2385.0,1765.0,420,33693,2022-03-24,574566,False,desktop,negative,#fashion,0.279494257,1,9417.0,2022,3,March,Thursday,48703.150097465885,18–25
45222,53.0,male,japan,590073,text,fashion,12546.0,2202.0,1105.0,2370,81647,2023-06-25,617502,False,desktop,neutral,#fitness,0.194165125,1,15853.0,2023,6,June,Sunday,49616.13559322034,46–55
87373,61.0,other,canada,720137,text,education,3669.0,867.0,335.0,7276,95391,2023-02-11,162172,False,mobile,positive,#love #tech,0.051063518,2,4871.0,2023,2,February,Saturday,48703.150097465885,56+
89575,47.0,female,canada,989515,image,food,9657.0,393.0,210.0,1486,24814,2022-12-05,778649,False,mobile,positive,#music #love,0.413476263,2,10260.0,2022,12,December,Monday,48703.150097465885,46–55
94651,63.0,female,japan,534171,video,music,10105.5,2552.0,399.0,5699,86472,2022-03-21,100750,False,desktop,positive,#music #travel #love,0.056804515,3,13056.5,2022,3,March,Monday,49616.13559322034,56+
73335,23.0,female,brazil,309637,reel,music,13940.0,1497.0,708.0,546,83182,2022-04-05,98477,False,desktop,neutral,#foodie #tech #love,0.187756967,3,16145.0,2022,4,April,Tuesday,49193.1746031746,18–25
20965,36.0,other,canada,987708,text,food,17259.0,312.0,346.0,6394,35401,2022-09-16,406187,False,desktop,negative,#foodie,0.506115646,1,17917.0,2022,9,September,Friday,48703.150097465885,36–45
34538,61.0,female,brazil,419052,text,food,12093.0,1282.0,1221.0,4961,38480,2022-05-02,454904,False,mobile,positive,#music #tech #love,0.379313929,3,14596.0,2022,5,May,Monday,49193.1746031746,56+
80592,33.0,male,brazil,557283,text,fashion,8734.0,2061.0,376.0,2557,9651,2022-05-04,205678,False,tablet,neutral,#lifestyle #fitness,1.157496632,2,11171.0,2022,5,May,Wednesday,49193.1746031746,26–35
18110,63.0,other,france,349708,text,education,3516.0,76.0,1185.0,1571,95942,2023-06-19,615884,False,tablet,positive,#fashion #fitness #love,0.049790498,3,4777.0,2023,6,June,Monday,51727.67338709677,56+
89309,14.0,male,uae,548912,image,education,15032.0,408.0,1231.0,6584,18709,2023-12-29,504976,True,tablet,neutral,#reels #love #travel,0.89106847,3,16671.0,2023,12,December,Friday,48928.41351888668,Under 18
37266,52.0,male,germany,980480,video,music,7233.0,2441.0,820.0,453,92772,2022-10-16,297039,False,tablet,positive,#fun,0.113116026,1,10494.0,2022,10,October,Sunday,48605.40612244898,46–55
62992,31.0,other,brazil,307748,text,tech,13170.0,2267.0,1012.0,2691,69308,2023-04-07,124045,False,tablet,positive,#travel #lifestyle,0.235975645,2,16449.0,2023,4,April,Friday,49193.1746031746,26–35
92948,51.0,male,france,347387,video,food,5947.0,743.0,1450.0,6960,2260,2022-04-02,494656,False,desktop,positive,#tech #love,3.601769912,2,8140.0,2022,4,April,Saturday,51727.67338709677,46–55
16910,40.0,female,australia,770207,reel,travel,16958.0,432.0,43.0,1757,57726,2022-01-24,289472,False,tablet,neutral,#reels,0.301995635,1,17433.0,2022,1,January,Monday,48346.38336713996,36–45
10206,29.0,other,canada,802551,reel,travel,17842.0,2853.0,799.0,4774,91351,2022-04-17,547686,False,desktop,positive,#fun #music #travel,0.235290254,3,21494.0,2022,4,April,Sunday,48703.150097465885,26–35
97054,18.0,male,india,920688,reel,travel,10105.5,1478.0,1514.0,4369,1897,2022-02-21,387581,False,mobile,positive,#foodie,5.475487612,1,13097.5,2022,2,February,Monday,52462.38691588785,Under 18
